,BTCUSDT.csv,ETHUSDT.csv,LTCUSDT.csv,XRPUSDT.csv,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2019-11-19 11:47:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2342.407152196873,0.013642629375167168,99488.39556625778,0.0
2019-11-19 11:48:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2342.347555447498,-0.05959674937512533,99488.33596950841,0.0
2019-11-19 11:49:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406092,2341.966997891248,-0.3805575562499474,99487.95541195216,0.0
2019-11-19 11:50:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2341.236758203123,-0.7302396881251352,99487.22517226404,0.0
2019-11-19 11:51:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2340.905744932498,-0.3310132706250415,99486.89415899341,0.0
2019-11-19 11:52:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2340.444767666248,-0.46097726624987423,99486.43318172716,0.0
2019-11-19 11:53:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2339.909832988123,-0.5349346781250518,99485.89824704903,0.0
2019-11-19 11:54:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2339.4251606287485,-0.48467235937473835,99485.41357468965,0.0
2019-11-19 11:55:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2339.109944086873,-0.31521654187521914,99485.09835814778,0.0
2019-11-19 11:56:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2339.038858807498,-0.07108527937511487,99485.0272728684,0.0
2019-11-19 11:57:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2339.969429737498,0.9305709299999365,99485.9578437984,0.0
2019-11-19 11:58:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.515355055623,1.545925318124915,99487.50376911652,0.0
2019-11-19 11:59:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2341.513918989373,-0.0014360662497701262,99487.50233305027,0.0
2019-11-19 12:00:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2342.183843894998,0.6699249056248636,99488.1722579559,0.0
2019-11-19 12:01:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2342.7410375999984,0.557193705000407,99488.7294516609,0.0
2019-11-19 12:02:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2342.4179226937476,-0.32311490625052214,99488.40633675465,0.0
2019-11-19 12:03:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2341.8334437299977,-0.5844789637499577,99487.8218577909,0.0
2019-11-19 12:04:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.228859838748,-0.6045838912498741,99487.21727389965,0.0
2019-11-19 12:05:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.352361536248,0.12350169750008348,99487.34077559714,0.0
2019-11-19 12:06:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.551256711873,0.19889517562503117,99487.53967077276,0.0
2019-11-19 12:07:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.682656773748,0.13140006187486405,99487.67107083464,0.0
2019-11-19 12:08:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.4658107699984,-0.21684600374976995,99487.45422483089,0.0
2019-11-19 12:09:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2340.767882572498,-0.697928197500083,99486.75629663338,0.0
2019-11-19 12:10:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2340.543138204373,-0.22474436812507295,99486.53155226525,0.0
2019-11-19 12:11:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2341.039299093748,0.49616088937498914,99487.02771315463,0.0
2019-11-19 12:12:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2341.4902238962477,0.450924802499916,99487.47863795713,0.0
2019-11-19 12:13:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2341.838469961873,0.3482460656251564,99487.82688402275,0.0
2019-11-19 12:14:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.833443729998,-0.005026231874979098,99487.82185779088,0.0
2019-11-19 12:15:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.332256608748,-0.5011871212499682,99487.32067066964,0.0
2019-11-19 12:16:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.3537976024977,0.02154099374968652,99487.34221166339,0.0
2019-11-19 12:17:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.825545365623,0.4717477631252399,99487.81395942651,0.0
2019-11-19 12:18:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.6302403556233,-0.1953050099998222,99487.61865441651,0.0
2019-11-19 12:19:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.831289630623,0.20104927499968636,99487.81970369151,0.0
2019-11-19 12:20:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.508892757498,-0.32239687312485343,99487.49730681839,0.0
2019-11-19 12:21:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.415548451248,-0.0933443062502089,99487.40396251214,0.0
2019-11-19 12:22:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.4622206043728,0.04667215312510445,99487.45063466526,0.0
2019-11-19 12:23:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2341.248246733123,-0.21397387124996847,99487.23666079402,0.0
2019-11-19 12:24:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2340.189865906873,-1.058380826250114,99486.17827996777,0.0
2019-11-19 12:25:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2339.7669443962477,-0.42292151062495786,99485.75535845714,0.0
2019-11-19 12:26:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2339.249242513123,-0.5177018831249368,99485.23765657401,0.0
2019-11-19 12:27:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2337.7061893274977,-1.5430531856251135,99483.69460338839,0.0
2019-11-19 12:28:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2337.7923533024978,0.08616397500005217,99483.78076736338,0.0
2019-11-19 12:29:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2338.095363281248,0.30300997875008334,99484.08377734212,0.0
2019-11-19 12:30:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2338.592960236873,0.4975969556250205,99484.58137429775,0.0
2019-11-19 12:31:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2338.816268538748,0.2233083018750416,99484.80468259963,0.0
2019-11-19 12:32:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2339.7676624293726,0.951393890624738,99485.75607649026,0.0
2019-11-19 12:33:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2339.091993258748,-0.6756691706247278,99485.08040731963,0.0
2019-11-19 12:34:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2337.477136760623,-1.6148564981251134,99483.46555082151,0.0
2019-11-19 12:35:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2337.3888186862478,-0.08831807437496858,99483.37723274714,0.0
2019-11-19 12:36:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2336.707405250623,-0.6814134356248531,99482.69581931151,0.0
2019-11-19 12:37:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2335.593735873748,-1.1136693768751453,99481.58214993463,0.0
2019-11-19 12:38:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2334.752919084373,-0.8408167893749365,99480.74133314526,0.0
2019-11-19 12:39:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2334.590643598123,-0.16227548625014615,99480.57905765901,0.0
2019-11-19 12:40:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2334.6093124593726,0.01866886124988505,99480.59772652025,0.0
2019-11-19 12:41:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2334.4994533912477,-0.10985906812491632,99480.48786745213,0.0
2019-11-19 12:42:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2332.761813228748,-1.7376401624997895,99478.75022728964,0.0
2019-11-19 12:43:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2331.439914245623,-1.3218989831249883,99477.42832830652,0.0
2019-11-19 12:44:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2330.072061142498,-1.3678531031249466,99476.0604752034,0.0
2019-11-19 12:45:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2331.429143748748,1.3570826062501034,99477.41755780965,0.0
2019-11-19 12:46:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.9221547587476,2.493011009999559,99479.91056881964,0.0
2019-11-19 12:47:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.6098103493728,-0.31234440937489527,99479.59822441026,0.0
2019-11-19 12:48:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.688075959998,0.07826561062501038,99479.6764900209,0.0
2019-11-19 12:49:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.891279334373,0.203203374374864,99479.87969339527,0.0
2019-11-19 12:50:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.7225415499984,-0.16873778437463416,99479.71095561089,0.0
2019-11-19 12:51:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2333.445380763748,-0.27716078625030277,99479.43379482464,0.0
2019-11-19 12:52:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2332.4760360449977,-0.9693447187499992,99478.4644501059,0.0
2019-11-19 12:53:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2330.149608719998,-2.326427324999841,99476.1380227809,0.0
2019-11-19 12:54:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2328.175735659373,-1.9738730606251131,99474.16414972028,0.0
2019-11-19 12:55:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2326.534311935623,-1.641423723749779,99472.52272599653,0.0
2019-11-19 12:56:00,0.28721324999999975,0.0,0.0,0.0,97145.9884140609,2329.865267602498,3.330955666874955,99475.8536816634,0.0
2019-11-19 12:57:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2328.722158867498,-1.1431087350001348,99474.7105729284,0.0
2019-11-19 12:58:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2328.909565513123,0.18740664562504164,99474.89797957402,0.0
2019-11-19 12:59:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2330.0217988237478,1.1122333106248528,99476.01021288463,0.0
2019-11-19 13:00:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2331.039969794998,1.01817097125002,99477.02838385588,0.0
2019-11-19 13:01:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2332.865209998748,1.8252402037501343,99478.85362405963,0.0
2019-11-19 13:02:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2333.641403806873,0.7761938081250934,99479.62981786775,0.0
2019-11-19 13:03:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2333.494207016248,-0.14719679062520885,99479.48262107713,0.0
2019-11-19 13:04:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2332.589485278748,-0.9047217374998947,99478.57789933962,0.0
2019-11-19 13:05:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2331.747950456248,-0.8415348225000828,99477.73636451713,0.0
2019-11-19 13:06:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2331.068691119998,-0.6792593362496755,99477.05710518088,0.0
2019-11-19 13:07:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2330.976782879998,-0.09190824000017755,99476.96519694087,0.0
2019-11-19 13:08:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2331.393242092498,0.4164592124999474,99477.38165615337,0.0
2019-11-19 13:09:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2330.488520354998,-0.9047217375001559,99476.47693441587,0.0
2019-11-19 13:10:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2327.293272948748,-3.1952474062497362,99473.28168700961,0.0
2019-11-19 13:11:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2326.5536988299978,-0.7395741187502083,99472.54211289086,0.0
2019-11-19 13:12:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2326.143701915623,-0.40999691437493696,99472.13211597649,0.0
2019-11-19 13:13:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2323.795015563748,-2.3486863518749352,99469.78342962461,0.0
2019-11-19 13:14:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2321.797447409998,-1.9975681537499774,99467.78586147087,0.0
2019-11-19 13:15:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2322.137077078123,0.33962966812496836,99468.125491139,0.0
2019-11-19 13:16:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2324.947458729373,2.810381651250217,99470.93587279024,0.0
2019-11-19 13:17:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2323.7382909468733,-1.2091677825000093,99469.72670500775,0.0
2019-11-19 13:18:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2322.479578878748,-1.2587120681251764,99468.46799293962,0.0
2019-11-19 13:19:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2322.990818463748,0.5112395849999264,99468.97923252462,0.0
2019-11-19 13:20:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.094990870623,-2.895827593124862,99466.0834049315,0.0
2019-11-19 13:21:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.908522401248,0.8135315306248635,99466.89693646213,0.0
2019-11-19 13:22:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2324.935252166248,4.026729765000122,99470.92366622713,0.0
2019-11-19 13:23:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2325.707855808748,0.7726036424998844,99471.69626986963,0.0
2019-11-19 13:24:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2324.810314402498,-0.8975414062499992,99470.79872846339,0.0
2019-11-19 13:25:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2326.494102080623,1.6837876781250507,99472.4825161415,0.0
2019-11-19 13:26:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2327.236548331873,0.7424462512502711,99473.22496239276,0.0
2019-11-19 13:27:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2326.405065973123,-0.8314823587503859,99472.393480034,0.0
2019-11-19 13:28:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2324.762206183123,-1.6428597899998105,99470.75062024401,0.0
2019-11-19 13:29:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2323.943648420623,-0.8185577625001038,99469.93206248152,0.0
2019-11-19 13:30:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2323.3124973037484,-0.631151116874801,99469.30091136464,0.0
2019-11-19 13:31:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2322.019319645623,-1.293177658125145,99468.00773370652,0.0
2019-11-19 13:32:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2322.718683909373,0.6993642637498532,99468.70709797027,0.0
2019-11-19 13:33:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2323.238539891873,0.5198559825001144,99469.22695395276,0.0
2019-11-19 13:34:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2321.6459424206228,-1.5925974712502808,99467.63435648152,0.0
2019-11-19 13:35:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2319.751771036873,-1.8941713837498102,99465.74018509776,0.0
2019-11-19 13:36:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2315.215237753123,-4.536533283750017,99461.20365181401,0.0
2019-11-19 13:37:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2318.5849672087484,3.3697294556252793,99464.57338126963,0.0
2019-11-19 13:38:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2321.976237658123,3.3912704493749657,99467.964651719,0.0
2019-11-19 13:39:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2322.0810704943733,0.10483283624993722,99468.06948455525,0.0
2019-11-19 13:40:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2321.5166964581226,-0.5643740362503026,99467.50511051899,0.0
2019-11-19 13:41:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2320.153151553748,-1.3635449043748527,99466.14156561461,0.0
2019-11-19 13:42:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2318.785298450623,-1.3678531031249466,99464.7737125115,0.0
2019-11-19 13:43:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2319.404243004373,0.6189445537499263,99465.39265706524,0.0
2019-11-19 13:44:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2318.389662198748,-1.0145808056250722,99464.37807625961,0.0
2019-11-19 13:45:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2318.457157312498,0.06749511375016712,99464.44557137336,0.0
2019-11-19 13:46:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2317.331281372498,-1.12587594000002,99463.31969543337,0.0
2019-11-19 13:47:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2314.895713012498,-2.4355683599998725,99460.88412707337,0.0
2019-11-19 13:48:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2313.294499143748,-1.6012138687499464,99459.28291320462,0.0
2019-11-19 13:49:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2309.913281158123,-3.381217985625269,99455.90169521898,0.0
2019-11-19 13:50:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2308.229493479998,-1.6837876781250507,99454.21790754086,0.0
2019-11-19 13:51:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2315.8700839631233,7.640590483125244,99461.85849802398,0.0
2019-11-19 13:52:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2315.839926571873,-0.03015739124987459,99461.82834063274,0.0
2019-11-19 13:53:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2318.7063148068733,2.866388234999872,99464.69472886773,0.0
2019-11-19 13:54:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2319.379111844998,0.6727970381249263,99465.36752590585,0.0
2019-11-19 13:55:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2319.2785872074983,-0.10052463749984318,99465.26700126835,0.0
2019-11-19 13:56:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2318.085216153748,-1.1933710537501871,99464.0736302146,0.0
2019-11-19 13:57:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2317.971048886873,-0.11416726687501035,99463.95946294772,0.0
2019-11-19 13:58:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2317.865498017498,-0.1055508693750835,99463.85391207835,0.0
2019-11-19 13:59:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2318.7551410593733,0.8896430418752187,99464.74355512022,0.0
2019-11-19 14:00:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2319.509793873748,0.7546528143748844,99465.4982079346,0.0
2019-11-19 14:01:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2323.077700471873,3.5679065981251643,99469.06611453272,0.0
2019-11-19 14:02:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2327.1726433837484,4.094942911875174,99473.1610574446,0.0
2019-11-19 14:03:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2326.9687219762477,-0.20392140750053273,99472.95713603709,0.0
2019-11-19 14:04:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2325.1607145674984,-1.8080074087494968,99471.14912862834,0.0
2019-11-19 14:05:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2325.544144256248,0.3834296887494877,99471.53255831709,0.0
2019-11-19 14:06:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2324.410369951873,-1.1337743043748005,99470.39878401272,0.0
2019-11-19 14:07:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2325.725088603748,1.3147186518750928,99471.7135026646,0.0
2019-11-19 14:08:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2327.052731851873,1.3276432481248526,99473.04114591272,0.0
2019-11-19 14:09:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2328.182197957498,1.1294661056249677,99474.17061201835,0.0
2019-11-19 14:10:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2328.842070399373,0.6598724418751666,99474.83048446022,0.0
2019-11-19 14:11:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2326.598934916873,-2.2431354824998517,99472.58734897773,0.0
2019-11-19 14:12:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2327.123817131248,0.5248822143745712,99473.1122311921,0.0
2019-11-19 14:13:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2326.463944689373,-0.6598724418746442,99472.45235875023,0.0
2019-11-19 14:14:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2326.761210403123,0.29726571374995797,99472.74962446398,0.0
2019-11-19 14:15:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2327.893548641248,1.132338238124769,99473.8819627021,0.0
2019-11-19 14:16:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406085,2327.802358434373,-0.09119020687477004,99473.79077249522,0.0
2019-11-19 14:17:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2329.4488083899982,1.6464499556250194,99475.43722245086,0.0
2019-11-19 14:18:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2329.832956111873,0.3841477218748952,99475.82137017274,0.0
2019-11-19 14:19:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2329.310946029998,-0.5220100818752921,99475.29936009087,0.0
2019-11-19 14:20:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2328.858585161248,-0.4523608687496862,99474.84699922212,0.0
2019-11-19 14:21:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2327.168335184998,-1.6902499762500613,99473.15674924587,0.0
2019-11-19 14:22:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2326.595344751248,-0.5729904337499682,99472.58375881212,0.0
2019-11-19 14:23:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2325.9110591831227,-0.684285568125177,99471.89947324399,0.0
2019-11-19 14:24:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2324.6832225393728,-1.2278366437498944,99470.67163660024,0.0
2019-11-19 14:25:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2324.146851794998,-0.5363707443748219,99470.13526585586,0.0
2019-11-19 14:26:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2324.291894486248,0.14504269124977,99470.28030854711,0.0
2019-11-19 14:27:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2324.161930490623,-0.1299639956248327,99470.15034455148,0.0
2019-11-19 14:28:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2319.2972560687476,-4.864674421875257,99465.28567012961,0.0
2019-11-19 14:29:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2316.827940151873,-2.469315916874956,99462.81635421273,0.0
2019-11-19 14:30:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2318.044288265623,1.2163481137501662,99464.03270232648,0.0
2019-11-19 14:31:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2317.451910937498,-0.5923773281249995,99463.44032499836,0.0
2019-11-19 14:32:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2319.4020889049984,1.950177967500249,99465.39050296586,0.0
2019-11-19 14:33:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2321.210096313748,1.8080074087500193,99467.19851037461,0.0
2019-11-19 14:34:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2322.1823131649976,0.9722168512495394,99468.17072722586,0.0
2019-11-19 14:35:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2322.413519831248,0.2312066662500834,99468.40193389212,0.0
2019-11-19 14:36:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2321.919513041248,-0.4940067899998115,99467.90792710212,0.0
2019-11-19 14:37:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.632079648123,-1.2874333931250197,99466.620493709,0.0
2019-11-19 14:38:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2319.567236523748,-1.0648431243751244,99465.55565058462,0.0
2019-11-19 14:39:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2319.5514397949983,-0.015796728749822356,99465.53985385587,0.0
2019-11-19 14:40:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.2278269987482,0.6763872037501353,99466.21624105962,0.0
2019-11-19 14:41:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.405899213748,0.1780722149997073,99466.39431327462,0.0
2019-11-19 14:42:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406086,2319.214682259373,-1.1912169543750095,99465.20309632024,0.0
2019-11-19 14:43:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2318.867154226873,-0.34752803250001013,99464.85556828775,0.0
2019-11-19 14:44:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2318.905209982498,0.03805575562491638,99464.89362404337,0.0
2019-11-19 14:45:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2318.797505013748,-0.10770496874999991,99464.78591907462,0.0
2019-11-19 14:46:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2320.3082467087484,1.5107416950003225,99466.29666076963,0.0
2019-11-19 14:47:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2319.146469112498,-1.1617775962502812,99465.13488317338,0.0
2019-11-19 14:48:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2317.2293206687477,-1.9171484437500506,99463.21773472962,0.0
2019-11-19 14:49:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2315.5764084149982,-1.6529122537497687,99461.56482247588,0.0
2019-11-19 14:50:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2315.183644295623,-0.39276411937508326,99461.1720583565,0.0
2019-11-19 14:51:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2313.396459847498,-1.7871844481249566,99459.38487390838,0.0
2019-11-19 14:52:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2311.1590686299983,-2.2373912174999875,99457.14748269088,0.0
2019-11-19 14:53:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2311.783757448748,0.6246888187497905,99457.77217150963,0.0
2019-11-19 14:54:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2312.421370863748,0.6376134150003339,99458.40978492463,0.0
2019-11-19 14:55:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406088,2312.651859496873,0.23048863312493711,99458.64027355776,0.0
2019-11-19 14:56:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2312.679144755623,0.0272852587498119,99458.66755881651,0.0
2019-11-19 14:57:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2311.636560658123,-1.0425840974997693,99457.62497471902,0.0
2019-11-19 14:58:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2308.4872673718733,-3.149293286250039,99454.47568143277,0.0
2019-11-19 14:59:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2309.6928449887478,1.2055776168748005,99455.68125904964,0.0
2019-11-19 15:00:00,0.28721324999999975,0.0,0.0,0.0,97145.98841406089,2306.968627312498,-2.7242176762499035,99452.95704137339,0.0
